airport_name,far_description,investigation_type,report_status,longitude,total_minor_injuries,number_of_engines,registration_number,total_serious_injuries,publication_date,airport_code,air_carrier,location,aircraft_category,schedule,accident_number,latitude
,,Accident,Probable Cause,,0.0,1.0,N4304F,2.0,01-05-1989,,,"MALIBU, CA",,,LAX87FA172,
,,Accident,Probable Cause,,0.0,1.0,N6328D,0.0,10-03-1988,,,"BIG PINE KEY, FL",,,MIA87LA136,
PONTIAC MUNICIPAL,,Accident,Probable Cause,,0.0,1.0,N6039K,0.0,31-08-1988,0C1,,"PONTIAC, IL",,,CHI87LA111,
VIDALIA MUNICIPAL,,Accident,Probable Cause,,0.0,1.0,N75961,0.0,10-03-1988,VDI,,"VIDALIA, GA",,,ATL87LA107,
HARRIMAN & WEST,,Accident,Probable Cause,,0.0,1.0,N11GS,0.0,26-05-1989,2B6,,"NORTH ADAMS, MA",,,NYC87DNE02,
HONOLULU INT'L,,Accident,Probable Cause,,3.0,2.0,N118MP,1.0,10-03-1988,HNL,,"HONOLULU, HI",,SCHD,LAX87DJA05,
BRIDGEPORT MUNI,,Incident,Probable Cause,,0.0,2.0,N6681L,0.0,10-07-1989,1F9,,"BRIDGEPORT, TX",,,FTW87IA097,
POST GARZA,,Accident,Probable Cause,,0.0,1.0,N8550J,0.0,09-05-1988,SFI,,"POST, TX",,,FTW87FA093,
,,Accident,Probable Cause,,0.0,1.0,N4765Y,0.0,19-05-1989,,,"IDALIA, CO",,UNK,DEN87LA093,
GILLETTE CAMPBELL COUNTY,,Accident,Probable Cause,,1.0,1.0,N6670N,0.0,05-07-1988,GCC,,"GILLETTE, WY",,,DEN87LA092,
,,Accident,Probable Cause,,1.0,1.0,N6384Z,0.0,11-01-1989,,,"HENNING, MN",,UNK,CHI87DER05,
,,Accident,Probable Cause,,1.0,1.0,N56721,0.0,11-01-1989,,,"PINE CENTER, MN",,,CHI87DER04,
PORTAGE COUNTY,,Accident,Probable Cause,,0.0,1.0,N2606K,0.0,05-07-1988,29G,,"RAVENNA, OH",,,ATL87LA112,
AGANA,,Incident,Probable Cause,,0.0,2.0,N96RA,0.0,10-07-1989,,Maui Airlines,AGANA,,SCHD,LAX87IA176,
,,Accident,Probable Cause,,0.0,1.0,N55309,0.0,11-01-1989,,,"BERWICK, ME",,,NYC87FA120,
STATE COLLEGE,,Accident,Probable Cause,,0.0,1.0,N5535E,0.0,07-10-1988,,,"FERGUSON TWNSHP, PA",,,NYC87FA119,
COLEMAN MUNICIPAL,,Accident,Probable Cause,,0.0,1.0,N90DW,0.0,29-11-1988,COL,,"COLEMAN, TX",,,FTW87DRG01,
,,Accident,Probable Cause,,0.0,1.0,N8313F,0.0,05-07-1988,,,"YAKIMA, WA",,,SEA87LA079,
HUTTON,,Accident,Probable Cause,,1.0,1.0,N118FP,0.0,09-05-1988,PVT,,"BREWSTER, KS",,,MKC87LA079,
,,Accident,Probable Cause,,1.0,1.0,N5200W,1.0,07-06-1989,,,"PALM DESERT, CA",,,LAX87FA173,
AMIMAS AIR PARK,,Accident,Probable Cause,,0.0,1.0,N5579C,0.0,05-07-1988,5COO,,"DURANGO, CO",,,DEN87LA095,
,,Accident,Probable Cause,,0.0,1.0,N9676F,0.0,02-05-1988,,,"SCOFFIELD, UT",,,DEN87LA094,
PICKETT'S FLYIN AIRPORT,,Accident,Probable Cause,,0.0,1.0,N8960S,0.0,09-05-1988,AL57,,"BRANCHVILLE, AL",,,ATL87LA109,
MIAMI MUNICIPAL HELIPORT,,Accident,Probable Cause,,1.0,1.0,N16780,0.0,30-03-1988,X48,,"MIAMI, FL",,,MIA87LA133,
BARNSTABLE MUNI,,Accident,Probable Cause,,9.0,2.0,N87PB,0.0,07-06-1989,HYA,,"HYANNIS, MA",,SCHD,NYC87FA121,
PRIVATE STRIP,,Accident,Probable Cause,,0.0,1.0,N2847P,0.0,27-05-1988,,,"NIXA, MO",,,MKC87FA078,
COUNCIL BLUIFFS,,Accident,Probable Cause,,0.0,1.0,N50223,0.0,07-10-1988,CBF,,"COUNCIL BLUFFS, IA",,,MKC87FA077,
,,Accident,Probable Cause,,0.0,2.0,N32BB,2.0,25-04-1988,,,"VENTURA, CA",,,LAX87LA174,
RIDGELAND MUNICIPAL,,Accident,Probable Cause,,0.0,1.0,N9563V,0.0,25-04-1988,3J1,,"RIDGELAND, SC",,,ATL87LA113,
ROLLING MEADOWS,,Accident,Probable Cause,,0.0,1.0,N1823E,1.0,05-07-1988,PVT,,"SHARPSBURG, GA",,,ATL87FA111,
LIMERICK,,Accident,Probable Cause,,1.0,1.0,N85570,0.0,29-11-1988,N46,,"POTTSTOWN, PA",,,NYC87LA122,
VACAVILLE,,Accident,Probable Cause,,0.0,1.0,N271F,0.0,09-05-1988,045,,"VACAVILLE, CA",,,LAX87LA175,
JACKSON,,Accident,Probable Cause,,0.0,1.0,N6166Z,1.0,09-05-1988,4R8,,"JACKSON, LA",,,FTW87LA094,
PICKETT'S FLYIN ARPT,,Accident,Probable Cause,,0.0,1.0,N6021X,1.0,09-05-1988,AL57,,"BRANCHVILLE, AL",,,ATL87LA110,
,,Accident,Probable Cause,,0.0,1.0,N1774R,0.0,10-03-1988,,(dba: Diamond Aviation),"BURNETT INLET, AK",,NSCH,SEA87LA078,
KANSAS CITY INTL,,Accident,Probable Cause,,0.0,4.0,N144SP,0.0,06-02-1989,MCI,,"KANSAS CITY, MO",,NSCH,DCA87MA026,
MARINE CITY,,Accident,Probable Cause,,1.0,1.0,N4857B,0.0,02-05-1988,76G,,"MARINE CITY, MI",,,CHI87LA113,
MARTHA LAKE AIRPORT,,Accident,Probable Cause,,1.0,1.0,N5437Q,0.0,05-07-1988,S13,,"ALDERWOOD, WA",,,SEA87LA081,
SANTA MARIA PUBLIC,,Accident,Probable Cause,,0.0,2.0,N2225C,0.0,29-11-1988,SMX,,"SANTA MARIA, CA",,,LAX87LA177,
,,Accident,Probable Cause,,0.0,1.0,N1851P,0.0,08-11-1988,,,"GLENROCK, WY",,,DEN87LA096,
CANDLELIGHT FARMS,,Accident,Probable Cause,,0.0,1.0,N377SW,0.0,15-07-1988,11N,,"NEW MILFORD, CT",,,NYC87FA124,
,,Accident,Probable Cause,,0.0,1.0,N370AH,1.0,16-06-1989,,"Hilo Bay Air, Inc.","LAUPAHOEHOE, HI",,NSCH,LAX87LA178,
,,Accident,Probable Cause,,0.0,2.0,N1074T,0.0,02-05-1988,,,"BEN WHEELER, TX",,,FTW87FA096,
MANCHESTER,,Accident,Probable Cause,,0.0,1.0,N24784,0.0,06-10-1988,MHT,,"MANCHESTER, NH",,,NYC87LA125,
RYAN FIELD,,Accident,Probable Cause,,2.0,1.0,N95610,0.0,02-05-1988,7TXT,,"MIDLAND, TX",,,FTW87LA095,
TRI-COUNTY,,Accident,Probable Cause,,0.0,1.0,N84KG,0.0,08-11-1988,48V,,"ERIE, CO",,,DEN87LA099,
CORONADO,,Accident,Probable Cause,,0.0,1.0,N5280Q,0.0,08-11-1988,4AC,,"ALBUQUERQUE, NM",,,DEN87LA098,
,,Accident,Probable Cause,,1.0,1.0,N96606,0.0,08-11-1988,,,"TOOELE, UT",,,DEN87LA097,
,,Incident,Probable Cause,,0.0,1.0,N539FT,0.0,10-07-1989,,,"GRANT, FL",,,MIA87IA134,
,,Accident,Probable Cause,,1.0,1.0,N76EF,0.0,11-01-1989,,,"YUCAIPA, CA",,,LAX87LA179,
PURDUE UNIVERSITY,,Accident,Probable Cause,,0.0,1.0,N2382R,0.0,25-10-1988,LAF,,"WEST POINT, IN",,,CHI87FA114,
GRAND STAND,,Incident,Probable Cause,,0.0,2.0,N25RF,0.0,10-07-1989,CRE,,"MYRTLE BEACH, SC",,,ATL87IA114,
NANTUCKET,,Accident,Probable Cause,,0.0,2.0,N40395,0.0,24-02-1989,ACK,,"NANTUCKET, MA",,,NYC87LA123,
,,Accident,Probable Cause,,0.0,1.0,N10259,0.0,09-05-1988,,,"RAYNE, LA",,UNK,FTW87DRD04,
,,Accident,Probable Cause,,1.0,1.0,N63915,0.0,02-05-1988,,,"ARGUSVILLE, ND",,UNK,DEN87LA101,
,,Incident,Probable Cause,,0.0,2.0,N90518,0.0,,,,"LAS VEGAS, NV",,,SEA87IA084,
YORK-THOMASVILLE,,Accident,Probable Cause,,0.0,1.0,N7987W,0.0,26-05-1989,THV,,"YORK, PA",,,NYC87FA127,
WHITE PLAINS,,Accident,Probable Cause,,1.0,2.0,N721WW,,27-12-1988,HPN,,"PLEASANTVILLE, NY",,,NYC87FA126,
,,Accident,Probable Cause,,0.0,1.0,N6505C,0.0,17-05-1988,,,"FLORIDA CITY, FL",,,MIA87FA135,
,,Accident,Probable Cause,,1.0,1.0,N8599L,0.0,02-05-1988,,,"KIPP, KS",,UNK,MKC87LA082,
,,Accident,Probable Cause,,0.0,1.0,N29652,0.0,10-03-1988,,,"PICKENS, MS",,,MIA87LA143,
MAMMOTH LAKES,,Accident,Probable Cause,,0.0,1.0,N71736,0.0,30-03-1988,MMH,,"MAMMOTH LAKES, CA",,,LAX87LA180,
LAKEWAY,,Accident,Probable Cause,,2.0,1.0,N93884,0.0,30-03-1988,3R9,,"LAKEWAY, TX",,,FTW87LA099,
,,Accident,Probable Cause,,1.0,1.0,N1714S,0.0,25-04-1988,,,"COLUMBUS, NM",,,DEN87LA102,
PORT COLUMBUS,,Accident,Probable Cause,,0.0,1.0,N2183D,0.0,30-03-1988,,,"COLUMBUS, OH",,,ATL87LA117,
HUNTSVILLE AIRPORT NORTH,,Accident,Probable Cause,,0.0,1.0,N4798N,0.0,09-05-1988,M82,,"MERIDIANVILLE, AL",,,ATL87LA115,
EAGLEVILLE,,Accident,Probable Cause,,0.0,0.0,N174KS,0.0,08-11-1988,50M,,"EAGLEVILLE, TN",,,ATL87DLT01,
GOOSE BAY,,Accident,Probable Cause,,0.0,1.0,N7081D,0.0,21-03-1988,240,,"GOOSE BAY, AK",,,ANC87LA061,
REDLANDS,,Accident,Probable Cause,,2.0,1.0,N9545U,0.0,25-04-1988,L12,,"REDLANDS, CA",,,LAX87LA181,
ARCOLA/HOUSTON,,Accident,Probable Cause,,0.0,1.0,N9728N,0.0,10-03-1988,AXH,,"ARCOLA, TX",,,FTW87DRA02,
ELLICOTT,,Accident,Probable Cause,,0.0,1.0,N64415,0.0,08-11-1988,CO50,,"ELLICOTT, CO",,,DEN87FA103,
GREATER KANKAKEE,,Accident,Probable Cause,,0.0,1.0,N501RM,0.0,24-02-1989,IKK,,"KANKAKEE, IL",,,CHI87DEE08,
,,Accident,Probable Cause,,2.0,1.0,N9KT,0.0,05-07-1988,,,"KENT, WA",,,SEA87LA082,
GAINESVILLE REGIONAL,,Accident,Probable Cause,,0.0,1.0,N89627,0.0,10-03-1988,GNV,,"GAINESVILLE, FL",,,MIA87LA137,
WOODLAND COOP,,Accident,Probable Cause,,0.0,1.0,N8412K,0.0,05-07-1988,,,"MARYSVILLE, CA",,UNK,LAX87DVG03,
RUST,,Accident,Probable Cause,,0.0,1.0,N2140D,0.0,30-03-1988,8XS9,,"WARING, TX",,,FTW87LA098,
,,Accident,Probable Cause,,0.0,1.0,N100VL,0.0,08-11-1988,,,"ALBUQUERQUE, NM",,,DEN87LA104,
BROOKVILLE AIR PARK,,Accident,Probable Cause,,0.0,1.0,N2356Y,0.0,10-03-1988,I19,,"BROOKVILLE, OH",,,ATL87LA116,
,,Accident,Probable Cause,,0.0,1.0,N92524,0.0,30-03-1988,,,"YENTNA RIVER, AK",,,ANC87LA060,
TALKEETNA,,Accident,Probable Cause,,0.0,1.0,N1604D,0.0,21-03-1988,TKA,,"TALKEETNA, AK",,,ANC87LA059,
STAPLETON INT'L AIRPORT,,Accident,Probable Cause,,0.0,1.0,N38886,0.0,08-11-1988,DEN,,"DENVER, CO",,,DEN87LA107,
LAMB,,Accident,Probable Cause,,0.0,1.0,N70PJ,1.0,30-03-1988,,,"TUPELO, MS",,,MIA87LA138,
NEEB (PRIVATE),,Accident,Probable Cause,,0.0,1.0,N43758,0.0,29-11-1988,,,"LEHIGHTON, PA",,,NYC87LA128,
MISSION ROAD,,Accident,Probable Cause,,0.0,1.0,N85846,2.0,16-05-1989,64K,,"STILLWELL, KS",,,MKC87FA083,
POTTER AIRPORT,,Accident,Probable Cause,,0.0,1.0,N33592,0.0,10-03-1988,81X,,"ZELLWOOD, FL",,,MIA87LA140,
,,Accident,Probable Cause,,1.0,1.0,N24511,0.0,25-04-1988,,,"MELBOURNE, FL",,,MIA87LA139,
,,Accident,Probable Cause,,3.0,1.0,N5596P,0.0,10-03-1988,,,"CATALINA, CA",,,LAX87LA184,
LONG BEACH,,Accident,Probable Cause,,0.0,1.0,N25331,0.0,07-10-1988,LGB,,"LONG BEACH, CA",,,LAX87LA183,
LINCOLN MUNI.,,Accident,Probable Cause,,1.0,1.0,N15259,0.0,27-12-1988,051,,"LINCOLN, CA",,,LAX87LA182,
DENVER,,Accident,Probable Cause,,2.0,2.0,N20DA,0.0,25-04-1988,DEN,,"DENVER, CO",,,DEN87LA106,
,,Accident,Probable Cause,,0.0,1.0,N9145R,0.0,08-11-1988,,,"SANTA ROSA, NM",,,DEN87LA105,
,,Accident,Probable Cause,,0.0,1.0,N5541C,2.0,07-10-1988,,,"COLUMBIA CITY, IN",,,CHI87DET03,
BALDWIN MUNICIPAL,,Accident,Probable Cause,,0.0,1.0,N4961C,2.0,10-03-1988,7D3,,"BALDWIN, MI",,,CHI87DEM06,
,,Incident,Probable Cause,,0.0,2.0,N222HX,0.0,10-07-1989,,,"OXFORD, MS",,,MIA87IA141,
TUCSON,,Accident,Probable Cause,,1.0,1.0,N6509P,0.0,14-02-1989,TUS,,"TUCSON, AZ",,,LAX87LA185A,
SALISBURY-WICOMICO COUNTY,,Accident,Probable Cause,,0.0,1.0,N5821P,0.0,25-01-1989,SBY,,"SALISBURY, MD",,,BFO87FA031,
GRIMES,,Accident,Probable Cause,,0.0,1.0,N59321,0.0,29-11-1988,8NI,,"BETHEL, PA",,,NYC87LA129,
BOWLING GREEN,,Accident,Probable Cause,,0.0,1.0,N218HW,0.0,02-05-1988,H19,,"BOWLING GREEN, MO",,,MKC87LA084,
MARION,,Accident,Probable Cause,,0.0,1.0,N67751,0.0,27-05-1988,C-17,,"MARION, IA",,,MKC87FA085,
HAWTHORNE,,Accident,Probable Cause,,0.0,1.0,N73614,0.0,09-05-1988,HHR,,"HAWTHORNE, CA",,,LAX87LA210,
PEARCE FIELD,,Accident,Probable Cause,,0.0,2.0,N69628,0.0,14-02-1989,209,,"LOWER LAKE, CA",,,LAX87LA186,
TUCSON,,Accident,Probable Cause,,1.0,1.0,N3028U,0.0,14-02-1989,TUS,,"TUCSON, AZ",,,LAX87LA185B,
SOUTH KENT,,Accident,Probable Cause,,0.0,1.0,N5593J,0.0,10-03-1988,C05,,"BYRON CENTER, MI",,,CHI87LA115,
HUMPHREYS COUNTY,,Accident,Probable Cause,,0.0,1.0,N60696,0.0,05-07-1988,0M5,,"WAVERLY, TN",,,ATL87LA125,
GRENIER FIELD,,Accident,Probable Cause,,0.0,2.0,N232RP,0.0,14-02-1989,MHT,,"MANCHESTER, NH",,NSCH,NYC87LA132,
,,Accident,Probable Cause,,0.0,1.0,N44626,0.0,27-05-1988,,,"OGDEN, IA",,,MKC87FA087,
,,Accident,Probable Cause,,0.0,1.0,N88987,0.0,19-05-1989,,,"BAY MINETTE, AL",,UNK,ATL87LA121,
DAVIES CO.,,Accident,Probable Cause,,0.0,1.0,N5496T,0.0,09-05-1988,OWB,,"OWENSBORO, KY",,,ATL87LA120,
,,Accident,Probable Cause,,0.0,1.0,N46884,2.0,02-05-1988,,,"CLARKSVILLE, TN",,,ATL87LA119,
,,Accident,Probable Cause,,0.0,1.0,N704UU,0.0,10-03-1988,,,"WEST MEMPHIS, AR",,,MKC87LA086,
CAMERON,,Accident,Probable Cause,,0.0,2.0,N413S,0.0,09-05-1988,1R5,,"CAMERON, LA",,,FTW87FA100,
LONGMONT,,Accident,Probable Cause,,0.0,1.0,N60282,0.0,08-11-1988,2V2,,"LONGMONT, CO",,,DEN87LA109,
,,Accident,Probable Cause,,0.0,1.0,N9069T,0.0,08-11-1988,,,"CONDE, SD",,,DEN87LA108,
,,Accident,Probable Cause,,0.0,2.0,N3231P,2.0,08-11-1988,,,"CRAIG, CO",,,DEN87FA110,
HINDE-HURON,,Accident,Probable Cause,,2.0,1.0,N2370W,0.0,05-07-1988,88D,,"HURON, OH",,,ATL87LA118,
,,Accident,Probable Cause,,1.0,1.0,N21922,0.0,05-07-1988,,,"TWIN FALLS, ID",,,SEA87LA083,
,,Accident,Probable Cause,,2.0,,N11468,1.0,07-10-1988,,,"MOKULEIA, HI",,,LAX87DJA06,
,,Accident,Probable Cause,,0.0,2.0,N478MP,0.0,31-08-1988,,,"LEESBURG, GA",,,ATL87FA122,
PARKERS FLYING SERVICE,,Accident,Probable Cause,,0.0,1.0,N4346S,1.0,24-04-1989,,,"ATMORE, AL",,UNK,ATL87DKG01,
SANFORD,,Accident,Probable Cause,,0.0,1.0,N58032,0.0,11-01-1989,SFM,,"SANFORD, ME",,,NYC87LA168,
,,Accident,Probable Cause,,0.0,1.0,N3652B,0.0,10-03-1988,,,"DUNDEE, MS",,UNK,MIA87LA142,
MEADOWLARK,,Accident,Probable Cause,,0.0,1.0,N54978,0.0,09-05-1988,L16,,"HUNTINGTONBEACH, CA",,,LAX87LA197,
GNOSS FIELD,,Accident,Probable Cause,,0.0,1.0,N573T,0.0,29-11-1988,056,,"NOVATO, CA",,,LAX87LA192,
TEMECULA,,Accident,Probable Cause,,2.0,1.0,N3835G,0.0,27-05-1988,2LO,,"TEMECULA, CA",,,LAX87LA188,
,,Accident,Probable Cause,,0.0,1.0,N79RR,0.0,02-05-1988,,,"YOUNGSTOWN, OH",,,ATL87DEI02,
HIGHLAND COUNTY,,Accident,Probable Cause,,1.0,1.0,N329RM,0.0,16-06-1989,HOC,,"HILLSBORO, OH",,,ATL87DEG04,
NEW HANOVER,,Accident,Probable Cause,,0.0,2.0,N505LB,0.0,31-08-1988,ILM,,"WILMINGTON, NC",,NSCH,ATL87FA123,
ROSE FIELD,,Accident,Probable Cause,,0.0,1.0,N3777S,0.0,16-06-1989,4IA5,,"MOORHEAD, IA",,,MKC87LA089,
,,Accident,Probable Cause,,0.0,1.0,N8802B,0.0,10-03-1988,,,"LINCOLN, KS",,UNK,MKC87LA088,
ARCABIA MINICIPAL,,Accident,Probable Cause,,0.0,1.0,N49832,0.0,25-04-1988,X06,,"ARCADOA, FL",,,MIA87LA144,
WESTHEIMORE AIRPORT,,Accident,Probable Cause,,0.0,1.0,N1107F,0.0,31-08-1988,STA4,,"HOUSTON, TX",,,FTW87LA109,
,,Accident,Probable Cause,,0.0,1.0,N414A,1.0,06-10-1988,,,"DE QUINCY, LA",,UNK,FTW87LA101,
,,Accident,Probable Cause,,2.0,1.0,N1935F,0.0,05-07-1988,,,"RITTER BUTTE, OR",,,SEA87LA085,
,,Accident,Probable Cause,,0.0,1.0,N739RV,0.0,26-05-1989,,,"LIHUE, HI",,,LAX87LA189,
ANGELINA COUNTY,,Accident,Probable Cause,,0.0,1.0,N4637Q,1.0,07-10-1988,LFK,,"LUFKIN, TX",,,FTW87FA102,
,,Accident,Probable Cause,,1.0,1.0,N2755V,0.0,08-11-1988,,,"WOOD, SD",,UNK,DEN87LA100,
,,Accident,Probable Cause,,0.0,1.0,N7515C,0.0,10-03-1988,,,"OMAHA, NE",,,MKC87LA093,
,,Accident,Probable Cause,,0.0,1.0,N4194X,0.0,24-04-1989,,,"IMPERIAL, CA",,UNK,LAX87DUM02,
,,Accident,Probable Cause,,0.0,1.0,N2005C,2.0,08-11-1988,,,"BOULDER, CO",,,DEN87FA111,
SKY KING,,Accident,Probable Cause,,1.0,1.0,N51881,1.0,02-05-1988,3I3,,"TERRE HAUTE, IN",,,CHI87LA117,
RICHARD I. BONG,,Accident,Probable Cause,,0.0,1.0,N5093V,0.0,02-05-1988,SUW,,"SUPERIOR, WI",,,CHI87LA116,
,,Accident,Probable Cause,,0.0,1.0,N9597S,0.0,30-03-1988,,,"THEODORE RIVER, AK",,,ANC87LA062,
MUNICIPAL,,Accident,Probable Cause,,1.0,1.0,N1718W,0.0,10-03-1988,1M1,,"N LITTLE ROCK, AR",,,MKC87LA091,
,,Accident,Probable Cause,,0.0,1.0,N1145Q,0.0,25-04-1988,,,"VALLEY, NE",,,MKC87FA092,
SHAFTER-MINTER FLD,,Accident,Probable Cause,,0.0,1.0,N86Z,0.0,24-02-1989,MIT,,"SHAFTER, CA",,,LAX87DVA06,
EAGLE LAKE,,Accident,Probable Cause,,0.0,1.0,N28846,0.0,27-05-1988,ELA,,"EAGLE LAKE, TX",,,FTW87FA105,
ALLEGHENY CO.,,Accident,Probable Cause,,0.0,1.0,N7726W,0.0,07-10-1988,AGL,,"W.MIFFLIN, PA",,,NYC87LA133,
,,Accident,Probable Cause,,1.0,1.0,N9119K,1.0,29-11-1988,,,"RUMFORD POINT, ME",,,NYC87LA130,
,,Accident,Probable Cause,,0.0,1.0,N6048G,0.0,24-04-1989,67NE,,"ORLEANS, NE",,UNK,MKC87LA090,
,,Accident,Probable Cause,,0.0,1.0,N25863,0.0,25-04-1988,,,"MIAMI, FL",,,MIA87LA147,
DAYTONA BEACH REGIONAL,,Accident,Probable Cause,,0.0,1.0,N129ER,0.0,25-04-1988,DAB,,"DAYTONA BEACH, FL",,,MIA87LA146,
ROLLANG,,Accident,Probable Cause,,0.0,1.0,N202CH,0.0,25-04-1988,RFK,,"ROLLING FORK, MS",,,MIA87LA145,
,,Accident,Probable Cause,,0.0,1.0,N189L,1.0,07-10-1988,,,"LAKE RIVERSIDE, CA",,,LAX87DUG03,
,,Accident,Probable Cause,,0.0,1.0,N3575,0.0,30-03-1988,,,"ARDMORE, OK",,,FTW87LA107,
POND CREEK,,Accident,Probable Cause,,0.0,1.0,N2114E,0.0,02-05-1988,2K1,,"POND CREEK, OK",,,FTW87LA103,
SHAW AFB,,Accident,Probable Cause,,0.0,1.0,N13PH,0.0,27-05-1988,SSC,,"SUMTER, SC",,,ATL87LA144,
LOST NATION,,Accident,Probable Cause,,0.0,2.0,N82AT,0.0,27-05-1988,LNN,,"WILLOUGHBY, OH",,,ATL87FA124,
FLA-BOB,,Accident,Probable Cause,,1.0,1.0,N101DN,0.0,17-02-1989,RIR,,"RUBIDOUX, CA",,,LAX87LA190,
MOORE COUNTY,,Accident,Probable Cause,,0.0,1.0,N7136P,1.0,31-08-1988,,,"PINEHURST, NC",,,ATL87LA126,
ALBERT WHITTED MUNICIPAL,,Accident,Probable Cause,,0.0,1.0,N217JA,0.0,25-04-1988,SPG,,"ST.PETERSBURG, FL",,,MIA87LA148,
FULLERTON,,Accident,Probable Cause,,0.0,1.0,N2936C,0.0,07-10-1988,FUL,,"FULLERTON, CA",,,LAX87LA193,
MEACHUM FIELD,,Accident,Probable Cause,,0.0,1.0,N5100Q,0.0,02-05-1988,,,"FORT WORTH, TX",,,FTW87LA106,
EAGLES NEST,,Accident,Probable Cause,,0.0,1.0,N34S,0.0,02-05-1988,,,"MIDLAND, TX",,,FTW87LA104,
JACK BARSTOW,,Accident,Probable Cause,,0.0,1.0,N6AJ,0.0,07-10-1988,3BS,,"MIDLAND, MI",,,CHI87LA118,
MANASSAS,,Accident,Probable Cause,,0.0,1.0,N2486N,0.0,30-03-1988,W10,,"MANASSAS, VA",,,BFO87LA032,
,,Accident,Probable Cause,,0.0,1.0,N5093H,1.0,31-05-1988,,,"HOLLANDALE, MS",,,MIA87FA150,
BLAKELY ISLAND,,Accident,Probable Cause,,0.0,1.0,N5185L,0.0,05-07-1988,S08,,"BLAKELY ISLAND, WA",,,SEA87LA088,
RENTON MUNICIPAL,,Accident,Probable Cause,,0.0,1.0,N6312P,0.0,05-07-1988,RTN,,"RENTON, WA",,,SEA87LA086,
BECKNER,,Accident,Probable Cause,,0.0,1.0,N2595B,0.0,02-05-1988,PVT,,"MARSHFIELD, MO",,,MKC87LA097,
MONTEREY,,Accident,Probable Cause,,2.0,2.0,N9711R,1.0,27-05-1988,MRY,,"MONTEREY, CA",,,LAX87LA191,
,,Accident,Probable Cause,,0.0,1.0,N5644X,0.0,24-04-1989,,,"GRIDLEY, CA",,UNK,LAX87DVG05,
,,Accident,Probable Cause,,0.0,1.0,N9736P,1.0,08-11-1988,,,"HARVEY, ND",,UNK,DEN87LA112,
DONALDSON CENTER,,Accident,Probable Cause,,0.0,2.0,N5824S,0.0,05-07-1988,7A1,,"GREENVILLE, SC",,,ATL87LA131,
,,Accident,Probable Cause,,0.0,1.0,N4678G,0.0,05-07-1988,,,"UNION GROVE, NC",,,ATL87LA127,
,,Accident,Probable Cause,,0.0,2.0,N13808,1.0,06-10-1988,,,"PORTLAND, ME",,NSCH,NYC87LA135,
GREENVILLE SEAPLANE BASE,,Accident,Probable Cause,,2.0,1.0,N114,0.0,03-07-1989,,,"GREENVILLE, ME",,,NYC87DNC05,
,,Incident,Probable Cause,,0.0,2.0,N600KC,0.0,10-07-1989,,,"DENTON, TX",,,FTW87IA108,
,,Accident,Probable Cause,,0.0,1.0,N4891H,0.0,27-05-1988,,,"GERALD, MO",,,MKC87LA096,
DAYTONA BEACH FEGIONA,,Accident,Probable Cause,,0.0,1.0,N3167E,0.0,30-03-1988,DAB,,"DAYTONA BEACH, FL",,,MIA87LA149,
,,Accident,Probable Cause,,0.0,1.0,N3633B,0.0,14-02-1989,,,"PLEASANT GROVE, CA",,UNK,LAX87DVG04,
MINDEN-WEBSTER,,Accident,Probable Cause,,0.0,1.0,N55889,0.0,27-05-1988,F24,,"MINDEN, LA",,,FTW87LA110,
,,Accident,Probable Cause,,0.0,1.0,N6749Z,0.0,08-11-1988,,,"VALLEY CITY, ND",,,DEN87LA114,
,,Accident,Probable Cause,,0.0,1.0,N9784L,0.0,08-11-1988,,,"BEULAH, WY",,,DEN87LA113,
ROANOKE REGIONAL,,Accident,Probable Cause,,0.0,1.0,N3043S,0.0,11-01-1989,ROA,,"ROANOKE, VA",,,BFO87LA033,
GREENVILLE DOWNTOWN,,Accident,Probable Cause,,0.0,2.0,N3240Y,0.0,02-05-1988,GMU,,"GREENVILLE, SC",,,ATL87LA129,
GREENVILLE DOWNTOWN,,Accident,Probable Cause,,0.0,1.0,N5670C,0.0,07-10-1988,CMU,,"GREENVILLE, SC",,,ATL87LA128,
JOHNSON AIRSTRIP,,Accident,Probable Cause,,0.0,1.0,N2223T,0.0,30-03-1988,,,"KENAI, AK",,,ANC87LA063,
FRANK FEDERER MEMORIAL,,Accident,Probable Cause,,0.0,1.0,N2000A,0.0,10-03-1988,M36,,"BRINKLEY, AR",,,MKC87LA095,
,,Accident,Probable Cause,,0.0,1.0,N44213,0.0,24-02-1989,NONE,,"NEELYVILLE, MO",,,MKC87FA094,
,,Accident,Probable Cause,,0.0,1.0,N10995,0.0,26-05-1989,,,"TAMUNINGS, GU",,,LAX87LA199,
KAHULUI,,Accident,Probable Cause,,0.0,2.0,N4588Q,1.0,01-05-1989,OGG,,"KAHULUI, HI",,,LAX87LA195,
MCCOLLUM FIELD,,Accident,Probable Cause,,0.0,1.0,N52995,0.0,29-11-1988,,,"KENNESAW, GA",,,ATL87FA130B,
MCCOLLUM FIELD,,Accident,Probable Cause,,0.0,1.0,N5511N,0.0,29-11-1988,,,"KENNESAW, GA",,,ATL87FA130A,
CHILOQUIN STATE,,Accident,Probable Cause,,0.0,2.0,N808AA,0.0,05-07-1988,2S7,,"CHILOQUIN, OR",,,SEA87LA087,
WINDHAM,,Accident,Probable Cause,,0.0,1.0,N9070F,0.0,07-10-1988,,,"ELLINGTON, CT",,,NYC87LA134,
